title,city,region,category,subcategory,description
"Sukienki, skarpetki, czapeczki,strój kąpielowy",Dolnośląskie,Bielawa,Dla Dzieci,Ubranka dla dzieci,"Cena za sztukę.  Rozmiar 3-6 mies.  Skarpetki nowe za zestaw 5 zł. Cienkie czapeczki,rękawiczki, rajstopy po 1 zł."
Sukienka lato Demin&amp;amp;Co H&amp;amp;M reserved Mohito,Małopolskie,Nowy Sącz,Moda,Ubrania,"Śliczna sukienka demin Co . zamienie wylacznie za modne rzezcy lub buty roz 39,40 pozdrawiam :)"
Pokrowiec na iPhone 6 (nowy),Opolskie,Brzeg,Elektronika,Akcesoria telefoniczne,Elegancki pokrowiec na telefon iPhone 6 w kolorze czerwonym z ekologicznej skóry. Pokrowiec posiada dodatkowo kieszonki na karty lub wizytówki oraz możliwość podparcia telefonu ustawionego np. na stole - tylna ścianka częściowo odchylana.
weiter deutsch 2,Łódzkie,Pajęczno,Muzyka i Edukacja,Podręczniki szkolne,Nieliczne uzupełnienia ołówkiem. Wysyłka 8 zl
Zamienie ciuchy S/M i buty 36 na cos co wpadnie mi w oko,Wielkopolskie,Rawicz,Moda,Ubrania,Zapraszam do wymiany lub kupna
Sukienka,Wielkopolskie,Piła,Moda,Ubrania,sukienka długą do ziemi rozmiar 38
Siłownik Hydrauliczny Tłok Cylinder do Pras Hydraulicznych,Kujawsko-pomorskie,Mogilno,Usługi i Firmy,Wyposażenie firm,Siłownik Cylinder Tłok Hydrauliczny do pras Hydraulicznych
Oddam LEASING audi q7,Świętokrzyskie,Starachowice,Motoryzacja,Audi,audi q7 leasing do odstąpienia pozostało do spłaty 23 raty. Auto w idealnym stanie bez najmniejszej skazy 100% serwisowane przebieg 142 000km potwierdzony przez książkę serwisowa oraz pisemna gwarancja przez ASO. Zgadzam się na sprawdzenie w dowolnej stacji diagnostycznej i ASO. Więcej informacji pod nr tel
Gimnazjum klasa 2 podręczniki szkolne,Pomorskie,Pruszcz Gdański,Muzyka i Edukacja,Podręczniki szkolne,"Mam do sprzedania podręczniki + ćwiczenia +płyty do klasy 2 Gimnazjum ; Chemia Nowej Ery 2 - Chemia , Planeta Nowa 2 x2 + ćwiczenia - Geografia , To jest Fizyka 2 + ćwiczenia - Fizyka , Matematyka z Plusem 2 + zbiór zadań 2 - Matematyka , Jestem z Wami 2 - Religia , Informatyka , Puls Życia 2 - Biologia , Wiedza o społeczeństwie 1 - WOS , Śladami Przeszłości 2 - Historia , Świat w słowach i obrazach 2 + Gramatyka i stylistyka 2 - Język Polski . Wszystkie książki są w bardzo dobrym stanie ."
Stoliczek edukacyjny,Małopolskie,Kraków,Dla Dzieci,Zabawki,Stoliczek edukacyjny playskool wszystko działa. Zamienię na coś lub sprzedam
Matowa szminka w pisaku,Łódzkie,Głowno,Moda,Kosmetyki i perfumy,Matowa szminka w pisaku . Mało używane. Zapraszam do zakupu odbiór osobisty lub możliwa wysyłka.:)
Bluza Hollister,Podlaskie,Łomża,Moda,Ubrania,Bluza  Hollister rozmiar S kolor zielony
"Tabliczka , tabliczki z parowozu Ty45-91 PKP",Pomorskie,Gdańsk,Sport i Hobby,Kolekcje,"Oferuję mosiężny komplet tabliczek z parowozu Ty45-91. Preferuje zamianę na inne tabliczki  z parowozów. Preferowany kontakt przez maila,  dla zainteresowanych mogę podesłać więcej zdjęć..."
fajna bluzeczka wiązana z przodu indianin,Kujawsko-pomorskie,Ciechocinek,Moda,Ubrania,mam na sprzedaz lub zamine fajna bluzeczke z indianinem rozm 36 s wiązana
Nosidlo Lascal M1+gratis,Mazowieckie,Piastów,Dla Dzieci,Foteliki - Nosidełka,Sprzedam nosidło Lascal M1. Nosidlo jak nowe. Używane dosłownie 3 razy. Odbiór osobisty Piastów lub Praga Południe. Możliwa wysyłka za dodatkową opłatą.Gratis zabawki dla malucha.
GEORGE Płaszczyk z torebką do ugrzania rączek 4-5 lat,Wielkopolskie,Poznań,Dla Dzieci,Ubranka dla dzieci,"Długość 50 cm, szerokość pod pachami 30, dł. rękawa od ramienia 40 cm."
Ubrania damskie,Podlaskie,Łomża,Moda,Ubrania,1-2.Bluza Cropp rozmiar XS/S cena 10 zl
Sprzedam welon,Dolnośląskie,Dzierżoniów,Ślub i Wesele,Pozostałe,Welon dlugi mieniacy sie jakby był deliktanie z brokatem
"Planeta Nowa 1 , podręcznik do geografii",Małopolskie,Chrzanów,Muzyka i Edukacja,Podręczniki szkolne,wydawnictwo Nowa era
JVC KD-331 okazja,Zachodniopomorskie,Szczecinek,Motoryzacja,Sprzęt car audio,Witam sprzedam radio samochodowe JVC KD-G331
Cieplutka bluza z misiem,Łódzkie,Brzeziny,Moda,Ubrania,"Na sprzedaż lub wymianę posiadam długą, ocieplaną bluzę z kapturem. Rozmiar z metki XXL, ale jest to rozmiarówka młodzieżowa. Pasuje na M/L, może nawet XL."
kolia -bransoleta,Kujawsko-pomorskie,Żnin,Moda,Biżuteria,witam mam na sprzedaż lub zamianę śliczną kolie z turkusami i bransolete
"śliczne szpilki New Look , buty na obcasie r.38 stan bardzo dobry +",Mazowieckie,Milanówek,Moda,Buty,"Witam. Mam do sprzedania śliczne szpilki firmy New Look rozmiar 38, butki raz ubrane na chwilkę na ślub. Buty w rzeczywistości wyglądają rewelacyjnie, zdjęcia tego nie odzwierciedlają."
Kurtka New Yorker M nowa,Kujawsko-pomorskie,Bydgoszcz,Moda,Ubrania,"Witam sprzedam kurtkę  męską  nową  z metka w rozM , nietrafiony prezent.Ciepła na chłodne dni.Cena na matce 220."
Modna marynarka w stylu militarnym jak kurtka 36,Lubuskie,Gorzów Wielkopolski,Moda,Ubrania,marynarka pasuje do wielu stylizacji nawet krótkich spodenek polecam
LG K10,Opolskie,Krapkowice,Elektronika,LG,Zamienie telefon LG K10 na Samsung S6
Torebka pumy,Dolnośląskie,Wrocław,Moda,Dodatki,Czarna torebka pumy sprzedam za 50 zł (do małej negocjacji)  lub zamienię wyslucham propozycji
felgi zabytkowe trabant,Opolskie,Prudnik,Sport i Hobby,Kolekcje,witam posiadam  do zamiany lub sprzedania  dwie zabytkowe  felgi do trabanta stan widoczny  na foto możliwa  zamiana  na coś ciekawego lub sprzedaż za pobraniem
LG G3 super stan! Gwarancja!,Łódzkie,Konstantynów Łódzki,Elektronika,LG,"Witam, do zaoferowania posiadam super telefon LG G3! Posiadam pełny zestaw jak od producenta. Telefon jest na gwarancji do 26.02.2017r! Telefon wrócił z gwarancji gdzie wymieniony został cały ekran na nowy i ramka. Folia na ekranie i na ramce stan jak nowy, od powrotu nie odklejana. Bateria była refabrykowana. Na wszystko posiadam dokumenty. Telefon nie posiada simlocka. Gratis dorzucam aktywne etui warte ponad 100 zł widoczne na zdjęciach. Zainteresowanych zapraszam do kontaktu telefonicznego bądź olx. Cena do NEGOCJACJI! dzwoń a napewno się dogadamy. Pozdrawiam."
Zegarek sportowy,Wielkopolskie,Gostyń,Moda,Zegarki,zegarek sportowy firmy sigma sprawny ale jest do wyczyszczenia bo bardzo dlugo przelezal w slonej wodzie
Czapki niemowlęce,Dolnośląskie,Wrocław,Dla Dzieci,Ubranka dla dzieci,Czapki ubrane dosłownie dwa razy stan idealny rozmiar 0-3 miesiąca dwie za 5 zł
alcatel pop c7,Śląskie,Bielsko-Biała,Elektronika,Inne telefony gsm,"witam,oferuje telefon alcatel one touch pop c7,dual sim 5cali,4rdzenie ,założone szkło hartowane więc ekran bez najmniejszego zarysowania,na tyle tez praktycznie zero rys,ponieważ cały czas noszony był w etui,które dodaje w zestawie,chociaż magnes na etui jest już trochę sfatygowany.technicznie telefon 100 procent sprawny,w zestawie telefon,ładowarka z kablem usb,pudełko,słuchawki,komplet dokumentów. Zamienie na inny sprzęt elektroniczny,sprzęt audio ,najepiej jakis amplituner,ale wszystkie propozycje rozważę.nie wysyłam,zamiana tylko z ręki do ręki.pozdrawiam"
Torebka listonoszka beżowa,Śląskie,Myszków,Moda,Dodatki,"Witam zamienię lub sprzedam za 10zł beżową torebkę listonoszkę na regulowanym pasku. Torebka posiada cztery kieszonki. W środku zadbana. Wymiary; wys. 33cm,  szer. 31. Torebka mieści format A4. Polecam."
Zestaw ceramiczny Gerzit,Łódzkie,Piotrków Trybunalski,Dom i Ogród,Akcesoria kuchenne,Sprzedam zestaw ceramiczny Gerzit -stan bez wyszczerbień i pęknięć.
Szafa metalowa sejf idealna do piwnicy garazu biura,Mazowieckie,Warszawa,Usługi i Firmy,Wyposażenie firm,"dwuszufladowa szafa metalowa idealna do piwnicy garażu biura szuflady wysuwają się na cała długość !! mam też inne inne szafy metalowe (2, 4 lub 5 szufladowe) w tym sejfy z certyfikowanymi zamkami szyfrowymi (na broń, tajne dokumenty, kosztowności etc)   takie jak widać na zdjęciach szafy pancerne, ognioodporne renomowanej amerykańskiej firmy Mosler - zwykle używane w kancelariach tajnych do przechowywania dokumentów ale idealnie nadają się też do lombardów, komisów na przechowywanie kosztowności, cenniejszego sprzętu, ważnych dokumentów, broni etc Na życzenie mogę ja wyposażyć w wysokiej klasy zamek szyfrowy (mechaniczny lub elektroniczny) lub nawet otwierany odciskiem palca"
Konsola PS4 (plus PAD) przyjmę PS3,Mazowieckie,Warszawa,Elektronika,Gry i Konsole,KIOSK Z GRAMI
krzesło,Małopolskie,Olkusz,Dom i Ogród,Stoły i krzesła,Sprzedam dwa fotele.
Spódniczka dla dziewczynki na 116 cm,Mazowieckie,Warszawa,Dla Dzieci,Ubranka dla dzieci,"Śliczna spódniczka dla dziewczynki z materiału, który się nie gniecie (nie trzeba prasować :) Czarno-fioletowa krateczka, przetykana srebrną nitką. Spódniczka jest bardzo efektowna. Zapinana z tyłu na suwak, ale nie trzeba go wcale odpinać, gdyż po bokach są także gumki - dodatkowa regulacja w pasie."
Karty Star Wars Carrefour 120 cała kolekcja+ ponad 100 powtórek,Wielkopolskie,Swarzędz,Sport i Hobby,Kolekcje,Posiadam całą kolekcje 120 kart Star Wars z Carrefour.
Macro Red sprzedam lub zamienię. 500 ml nie otwarte.,Łódzkie,Łódź,Zwierzęta,Rośliny akwariowe,Sprzedam lub zamienię nie otwierane Macro Red.
myjka MacAllister 120 bar 1600w,Mazowieckie,Garwolin,Dom i Ogród,Narzędzia,witam sprzedam myjke
Battlefield 4,Podkarpackie,Łańcut,Elektronika,Gry i Konsole,Witam mam do sprzedania lub zamiany grę na PS4. Wymienię na inną grę.
Zamienie figurki,Śląskie,Ruda Śląska,Dom i Ogród,Dekoracje,Zamienie  figurki/ozdoby na meble .Figurki są do porządnego wymycia poniewaz pochodzą z pokoju osoby palącej nie mam czasu ich czyscic oddaje w stanie do czyszczenia zamienie za 3p chusteczek nawilzajacych bambino
nowa szara koszula rozm L,Małopolskie,Kraków,Moda,Ubrania,ZAPRASZAM NA WYPRZEDAŻ MOICH CIUSZKÓW
Mikser sprzedam albo zamienie na jakies swiatło...itp,Małopolskie,Zakopane,Muzyka i Edukacja,Sprzęt muzyczny,Sprzęt niestety nie sprawny. Siadł na imprezie i już nie ruszył. Plus tego sprzętu to fakt że mogą być od niego podpięte trzy końcówki mocy. Mogę zamienić jego na coś ze sprzętu nagłośnienieniowego świateł itp sprzedaż też za rozsądną sumę
NOWY iPhone 7 32GB Black,Pomorskie,Gdańsk,Elektronika,iPhone,"Telefon jest nowy, nie używany z polskiego salonu."
OPEL Corsa D 2009rok 1.2 Benzyna Klima Navi DVD Ks. serwis,Małopolskie,Wadowice,Motoryzacja,Opel,OPEL Corsa D 1.2 Benzyna
Wizytownik Wittchen nowy czerwony z certyfikatem,Małopolskie,Kraków,Moda,Dodatki,Wizytownik Wittchen nowy czerwony z certyfikatem. Dostalam go na prezent w pracy ale nie jest mi potrzebny:) nowy kosztuje okolo 140zl dlatego ja sprzedaje go taniej.
Książka lidla - Kuchnia polska SŁONA sprzedam lub zamienię SŁODKĄ,Lubelskie,Lublin,Muzyka i Edukacja,Poradniki i albumy,Zamienię książkę Kuchnia polska SŁONA na książkę lidla z serii Kuchnia Słodka. Książkę mam jeszcze w foli
"Klasyka romansu-Niebezpieczne związki,Pamiętniki Casonovy 5 zł/szt",Podkarpackie,Jasło,Muzyka i Edukacja,Literatura,Witam zamienię lubsprzedam książki widoczne na zdjęciu  jedna sztuka za 5 zł:
Kurtka zimowa,Łódzkie,Łódź,Moda,Ubrania,Sprzedam mało uźywaną kurtkę zimową na rosłego męźczyznę. Stan bardzo dobry.
zamienie,Małopolskie,Wieliczka,Moda,Kosmetyki i perfumy,"Witam. Zamienię pędzel do pudru jest milutki i puchaty, uzyty moze raz, w bardzo dobrym stanie. Zapraszam do zamiany."
samsung galaxy s6 edge gold zamienie na iphona 6 6s,Mazowieckie,Ząbki,Elektronika,Samsung,"witam samsung galaxy s6 gold edge stan idealny zamienię na iphone 6 6s gold, gold rose propozycje proszę składać na olx przepraszam za jakoś zdjęci do tel posiadam wszystko gwarancje zakup ładowarkę słuchawki i pudelku pozdrawiam."
"Obraz olejny Dary leśne, natura pejzaż, Avramenko 1923 r.ur.",Mazowieckie,Warszawa,Dom i Ogród,Dekoracje,Witam
"PSP Play Station Portable +3gry Harry Potter i c.o., Megamind, Pinball",Opolskie,Opole,Elektronika,Gry i Konsole,UWAGA OFERTA WAŻNA DO KOŃCA MIESIĄCA  (do 31.01.17)
Oddam ziemię Wieliczka,Małopolskie,Wieliczka,Dom i Ogród,Materiały budowlane,"Witam,"
Skórzane rękawiczki,Mazowieckie,Warszawa,Moda,Dodatki,"Witam, mam do sprzedania skórzane rękawiczki firmy MOHITO. Rozmiar S. Na mnie niestety za małe. Maja lekkie rozerwanie w prawej ręce ale w takim miejscu ze po zaszyciu nie rzuca sie w oczy. Możliwość wysyłki ."
Traperki chłopięce Roz. 23,Kujawsko-pomorskie,Bydgoszcz,Dla Dzieci,Buciki,Traperki chłopięce.  Rozmiar 23. Używane lecz ciągle w bardzo dobrym stanie.
maska przeciwpyłowa górnicza zabytekgornicza maska przeciwpyłowa zabyt,Śląskie,Jaworzno,Sport i Hobby,Kolekcje,Witam
Fajne spodnie dresowe cieplejsze firmowe,Dolnośląskie,Oleśnica,Moda,Ubrania,Zamienię fajne spodnie dresowe cieplejsze firmowe w odcieniu jasno szarym czekam na propozycję .Mogę również nie drogo sprzedać
szary kombinezon Parallel lines krótki S M hit elegancki,Śląskie,Bielsko-Biała,Moda,Ubrania,nie wymieniam się
Spodnie chłopięce,Śląskie,Bieruń,Dla Dzieci,Ubranka dla dzieci,Sprzedam spodnie Mexx i ogrodniczki Cool Club dla chłopca rozm.74 tylko brązowe są na rozmiar 76. Cena za całość lub na sztuki po 4 zł. Polecam inne ogłoszenia ;)
Spodnie,Śląskie,Sosnowiec,Moda,Ubrania,Witam.  Do sprzedania mam spodnie z cropp'a.  Po więcej informacji proszę pisać.
Buty adidas nike puma,Śląskie,Pyskowice,Moda,Buty,"Zamienie buty widoczne na zdjeciach rozmiar 45, założone z 5 razy. Polecam"
Kostium kowboja,Wielkopolskie,Poznań,Dla Dzieci,Ubranka dla dzieci,Kostium kowboja stan dobry..  Powinienem są trochę nogawki wiec wrazie co można zrobić dłuższe..
sprzedam zamienię,Świętokrzyskie,Staszów,Dom i Ogród,Narzędzia,sprzedam zamienię  2 sztuki agregatów  są one sprawne  z kablem
Dom letniskowy do generalnego remontu + drzewa oraz duże podwórko,Wielkopolskie,Ostrzeszów,Nieruchomości,Sprzedaż,Lokalizacja:
Zamienię za cos,Śląskie,Zabrze,Elektronika,MP3 i sprzęt audio,Zamuenie za cis obiektywy do smartfona Rzeczy nowe dla mnie bezuzyteczne
Adapter kasetowy,Łódzkie,Skierniewice,Motoryzacja,Sprzęt car audio,Adapter Kasetowy.
Kurtka beżowa roz S,Pomorskie,Gdańsk,Moda,Ubrania,Kurtka z kapturem zimowa ocieplana marki Orsay
"Lodówka, zmywarka, pralka, piekarnik",Kujawsko-pomorskie,Bydgoszcz,Dom i Ogród,Sprzęt AGD,"Mam do sprzedania lodówkę, zmywarkę, pralkę, piekarnik."
Buty Nike zamienię lub sprzedam,Kujawsko-pomorskie,Inowrocław,Sport i Hobby,Obuwie sportowe,Zamienię lub sprzedam buty firmy Nike  w super kolorze. Stan bucikow bardzo dobry.
oddam za pampersy i chusteczki nawilżane,Kujawsko-pomorskie,Żnin,Moda,Ubrania,"Oddam ubrania w zamian za 2 paczki pampersów dada rozmiar 5 i dwa 3 paki chusteczek nawilżanych fiti z biedronki czyli razem koszt 80zł  myślę ,że warto bo za rzeczy dałam znacznie wiecej :) rozmiar ubran"
Honedisc BMSC-5000H SHIATSU max Wypożycze,Warmińsko-mazurskie,Działdowo,Dom i Ogród,Zdrowie,Honedisc BMSC-5000H SHIATSU max Wypożyczę 1 dzien 10 zl tydzien 40 zl miesiac 100 zl
"Komputer, monitor i klawiatura",Małopolskie,Kraków,Elektronika,Komputery stacjonarne,"Sprzedam komputer z monitorem oraz klawiaturą z kompletem kabli do podłączenia. Monitor ma lekkie pęknięcie ale nie matrycy (widać na zdjęciu). Komputer nie jest technologią super szybką ale na pewno ma 4 gb i pewnie 256 RAM szału nie ma ale pisać się na nim da, a nawet można zagrać w pokemony i kulki  :) Zawsze można sobie go zmodernizować :)"
Wincentów ( Rykoszyn ) k. Piekoszowa,Świętokrzyskie,Kielce,Nieruchomości,Sprzedaż,"9 km. od Kielc, przy trasie, wjazd z drogi asfalt., szer. 27 m., dług. 46 m., brak miejscowego planu zagospodarowania przestrzennego, znajduje się praktycznie na terenie g. Rykoszyn, do sprzedania dwie działki przy sobie po 1238 m2, nr dz. 758/3 i 758/4"
Skup Aut do 10000 zł ZIELONA GÓRA Lubuskie ŻARY Żagań,Lubuskie,Zielona Góra,Usługi i Firmy,Usługi motoryzacyjne,Kupimy każde auto - osobowe i busy - do 10000 zł. Obsługujemy rejon całego województwa Lubuskiego. Najlepsze ceny! Dojeżdżamy do Państwa zwykle jeszcze tego samego dnia. Sprawę załatwiamy w dogodnym dla Państwa terminie po wcześniejszym umówieniu się.
Wieża technics I Gazelle full opcja,Warmińsko-mazurskie,Ostróda,Muzyka i Edukacja,Sprzęt muzyczny,"Wieża w stanie bdb ,wszystko działa perfekcyjnie. Zmieniarka na 5 CD, posiada equalizer, dolby pro logic i całą resztę bajerów.Głośniki stan idealny .Pilot polecam. Bardzo mało używana . W pakiecie  miejska Gazelle full opcja 28 cali,Linki wymienione na nowe dynamo w przednim kole .Hamulce działają perfekcyjnie podobnie zmiana biegów  .  Więcej zdjęć mogę dosłać .Możliwy transport gdyż jeżdżę po Polsce"
Tchibo Cafissimo Classic ekspres do kawy na kapsułki,Łódzkie,Łódź,Dom i Ogród,Sprzęt AGD,Sprzedam całkowicie sprawny ekspres Tchibo Cafisssimo Classic w kolorze pomarańczowym. Ekspres na kapsułki.
czapka Pikachu Pikaczu Pokemon Go Nowa! Balik przebranie strój,Mazowieckie,Warszawa,Moda,Dodatki,"Nowa, super modna czapka Pikaczu Pikachu, wykonana z dobrego jakościowo pluszu. Nic sie nie dzieje z czapką po praniu, doskonała jakość wykonania. Uszka Pikaczu same super sterczą przez co jest bardzo efektowana. rozmiar uniwersalny zarówno dla dorosłych i dzieci. W środku ciepły polar."
Pajacyk baby ono,Wielkopolskie,Poznań,Dla Dzieci,Zabawki,"Zamienie pajacyka z pozytywka firmy baby ono na jajko niespodzianke :-) dla synka. Zabawka jest sprawna, stan dobry."
"Spodnie, dżinsy, bluzka, tomek,dres, koszula h&amp;amp;m, garnitur roz.98",Dolnośląskie,Złotoryja,Dla Dzieci,Ubranka dla dzieci,"Witam, sprzedam ciuszki po synku rozm 98."
Bluza miś ciepła,Kujawsko-pomorskie,Bydgoszcz,Moda,Ubrania,Stan idealny.
Karty telefoniczne różne,Śląskie,Tychy,Sport i Hobby,Kolekcje,Oddam za coś ciekawego dwadzieścia kart telefonicznych - szczegóły na zalaczonych zdjęciach.
tunika,Mazowieckie,Milanówek,Moda,Ubrania,"Mam do sprzedania piękną nową tunikę (jeszcze z metką) w kolorze czarnym. Tunika jest wykonana z lekko błyszczącego materiału i zdobiona metalowymi &quot;kołami&quot;. Krój tuniki to nietoperz. Fantastycznie wygląda do leginsów, jak również jako bluzka. Jest idealna na imprezę. Polecam!"
SPRZEDAM lub ZAMIENIĘ fifę 14 na ps3 za 18zł.,Warmińsko-mazurskie,Kętrzyn,Elektronika,Gry i Konsole,Sprzedam lub zamienię fifę 14.Cena fify to 18zł.
Spodnie jeansowe,Mazowieckie,Ciechanów,Moda,Ubrania,Spodnie jeansowe jak nowe.biodrowki rozm.42
Czarno biała w krate,Podkarpackie,Rzeszów,Moda,Ubrania,Sprzedam raz ubrana sukienke w bialo czarna krate w rozmiarze S
Zestaw telefonów,Mazowieckie,Sochaczew,Elektronika,Inne telefony gsm,"Witam. Zamienię telefony ze zdjęcia. W skład wchodzą: Sagem my411x stan tech. bdb, brak baterii i ładowarki; LG KU 990i, sprawny dotyk, techn. też sprawny, jest ładowarka, bateria trzyma krótko; Sony Ericsson T68, staruszek sprawny z baterią i ładowarką; Sony Ericsson J108, bez ładowarki i baterii, pęknięta szybka obudowy wyświetlacza, nie sprawny. Widocznej na zdjęciu Nokii nie ma, jest do kupienia w innym moim ogłoszeniu. Opisałem najlepiej jak mogłem, telefony używane więc nie ma gwarancji. Mogę sprzedać wszystkie lub wybrane sztuki. Oferty przez Olx. Pozdrawiam i zapraszam do innych moich ogłoszeń, może coś się spodoba."
Zamienię etykiety na kapsle,Śląskie,Zabrze,Sport i Hobby,Kolekcje,Zamienię etykiety i podkładki piwne na kapsle piwne lub niepiwne polskie lub zagraniczne. Więcej zdjęć na priv :)
Porcelaa kolekcjonerska sygnowana,Dolnośląskie,Środa Śląska,Dom i Ogród,Dekoracje,Talerzyk porcelanowy sygnowany
